PID,GrLivArea,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,ZngCdPr,ClassPr_S,ClassSc_S,LndAc_S,OthAc_S,GLA,BsmtLivArea,GrLivAreaBucks
533215070,1557,305000,120,FV,35.0,4109,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,9,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,260.0,4,3,PConc,4,3,2,5,1141.0,0,0.0,416.0,1557.0,GasA,5,Y,SBrkr,1557,0,0,1.0,0.0,2,0,2,1,5,5,Typ,1,3,Attchd,1999.0,2.0,2.0,484.0,3.0,3.0,Y,124,113,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,F-VR,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,81000.0,243100.0,1557.0,1141.0,17
527451520,987,94500,160,RM,21.0,1680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,297.0,3,3,CBlock,3,3,0,0,0.0,0,0.0,483.0,483.0,GasA,3,Y,SBrkr,483,504,0,0.0,0.0,1,1,2,1,3,5,Typ,1,1,Attchd,1972.0,1.0,1.0,288.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,6,2006,WD ,Normal,F-PRD,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,28400.0,85000.0,987.0,0.0,4
905475270,864,118000,20,RL,60.0,5400,Pave,None,Reg,HLS,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,3,3,0,2,453.0,0,0.0,411.0,864.0,GasA,3,Y,SBrkr,864,0,0,0.0,1.0,1,0,3,1,3,6,Typ,0,0,Attchd,1958.0,1.0,1.0,399.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,5,2007,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,35000.0,104900.0,864.0,453.0,1
908102030,796,85000,30,RL,67.0,8777,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,7,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0.0,3,3,CBlock,2,3,0,0,0.0,0,0.0,796.0,796.0,GasA,4,Y,FuseA,796,0,0,0.0,0.0,1,0,2,1,3,4,Typ,0,0,None,1978.0,0.0,0.0,0.0,0.0,0.0,P,328,0,164,0,0,0,0,MnPrv,None,0,5,2008,WD ,Normal,RL,RESIDENTIAL,1-STORY 1945 & OLDER,23100.0,69300.0,796.0,0.0,0
923125030,1600,81500,20,A (agr),125.0,31250,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,1,3,1951,1951,Gable,CompShg,CBlock,VinylSd,None,0.0,3,2,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,FuseA,1600,0,0,0.0,0.0,1,1,3,1,3,6,Mod,0,0,Attchd,1951.0,1.0,1.0,270.0,2.0,3.0,N,0,0,135,0,0,0,0,None,None,0,5,2006,WD ,Normal,,RESIDENTIAL,,60882.03125,182597.65625,1612.1511627906978,0.0,18
909177100,2650,160000,90,RH,60.0,7200,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,Duplex,2Story,4,6,1967,1967,Flat,Tar&Grv,Plywood,CBlock,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,3,Y,SBrkr,862,1788,0,0.0,0.0,3,0,6,2,3,10,Min2,0,0,None,1978.0,0.0,0.0,0.0,0.0,0.0,Y,0,0,0,0,0,0,0,None,Shed,500,2,2010,WD ,Normal,RH,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,37600.0,112900.0,2650.0,0.0,29
902302150,2337,90000,190,RM,85.0,13600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,5,1900,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,0,0.0,0,0.0,662.0,662.0,GasA,3,N,SBrkr,1422,915,0,0.0,0.0,2,0,5,2,3,10,Min2,0,0,Detchd,1945.0,1.0,2.0,560.0,3.0,3.0,Y,0,57,0,0,0,0,0,None,None,0,9,2007,WD ,Normal,RM,RESIDENTIAL,2 FAMILY CONVERSION - ALL STYLES AND AGES,51100.0,153100.0,2334.0,0.0,28
907201160,1388,157500,60,RL,50.0,8340,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,BrkFace,62.0,3,3,CBlock,4,3,2,5,509.0,0,0.0,166.0,675.0,GasA,3,Y,SBrkr,686,702,0,0.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1977.0,1.0,1.0,317.0,3.0,3.0,Y,406,36,0,0,0,0,0,None,None,0,12,2006,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,45600.0,136600.0,1388.0,509.0,13
527453060,1456,148500,160,RL,24.0,2280,Pave,None,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,3,3,CBlock,4,3,0,4,566.0,0,0.0,289.0,855.0,GasA,3,Y,SBrkr,855,601,0,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1976.0,1.0,2.0,440.0,3.0,3.0,Y,87,0,0,0,0,0,0,None,None,0,7,2009,WD ,Normal,F-PRD,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,41000.0,123000.0,1456.0,566.0,15
905225020,2654,158000,60,RL,99.0,16779,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,2Story,5,4,1920,1996,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,356.0,3,2,CBlock,4,3,0,3,267.0,0,0.0,404.0,671.0,GasA,2,Y,SBrkr,1567,1087,0,0.0,0.0,3,0,4,1,3,11,Mod,1,4,Attchd,1946.0,1.0,2.0,638.0,3.0,3.0,Y,128,570,0,0,0,0,0,None,Shed,500,5,2007,WD ,Normal,RL,RESIDENTIAL,2-STORY 1945 & OLDER,50800.0,152400.0,2654.0,267.0,29
528181010,1367,192000,120,RL,135.0,12304,Pave,None,IR3,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,144.0,4,3,PConc,4,3,0,5,20.0,0,0.0,1347.0,1367.0,GasA,5,Y,SBrkr,1367,0,0,0.0,0.0,2,0,2,1,4,6,Typ,1,4,Attchd,2005.0,2.0,2.0,484.0,3.0,3.0,Y,0,33,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,FS-RL,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,69900.0,209700.0,1367.0,20.0,13
917425190,1572,186700,20,RL,50.0,35133,Grvl,None,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,5,4,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,226.0,3,3,CBlock,3,3,3,2,1159.0,0,0.0,413.0,1572.0,GasA,4,Y,SBrkr,1572,0,0,1.0,0.0,1,1,3,1,3,5,Typ,2,3,2Types,1963.0,2.0,3.0,995.0,3.0,3.0,Y,0,263,0,0,263,0,0,None,None,0,5,2007,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,71000.0,213000.0,1572.0,1159.0,18
528180130,1456,248500,120,RL,48.0,6472,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,500.0,5,3,PConc,5,3,0,0,0.0,0,0.0,1451.0,1451.0,GasA,5,Y,SBrkr,1456,0,0,0.0,0.0,2,0,2,1,5,6,Typ,1,4,Attchd,2008.0,2.0,2.0,539.0,3.0,3.0,Y,192,42,0,0,0,0,0,None,None,0,4,2009,WD ,Normal,FS-RL,RESIDENTIAL,1-STORY TWNHM - 1946 & NEWER,88800.0,266300.0,1828.0,0.0,15
531363030,1141,152000,20,RL,63.0,7500,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,4,3,PConc,4,4,0,5,54.0,0,0.0,1087.0,1141.0,GasA,5,Y,SBrkr,1141,0,0,1.0,0.0,1,1,3,1,4,6,Typ,0,0,Detchd,2006.0,2.0,2.0,484.0,3.0,3.0,Y,182,0,0,0,0,0,0,None,None,0,6,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,46100.0,138400.0,1141.0,54.0,8
902102060,1539,157500,70,RM,60.0,10440,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,8,1904,2002,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,0,0.0,0,0.0,650.0,650.0,GasA,4,Y,SBrkr,958,581,0,0.0,0.0,2,0,3,1,4,8,Typ,1,1,Detchd,1983.0,1.0,2.0,686.0,4.0,3.0,P,70,78,68,0,0,0,0,None,None,0,6,2008,WD ,Normal,UCRM,RESIDENTIAL,2-STORY 1945 & OLDER,44600.0,133800.0,1539.0,0.0,17
923229040,1008,153500,85,RL,72.0,9129,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,3,3,PConc,4,3,2,5,923.0,0,0.0,0.0,923.0,GasA,3,Y,SBrkr,1008,0,0,1.0,0.0,1,0,1,1,4,4,Typ,1,2,Attchd,1977.0,3.0,2.0,678.0,3.0,3.0,Y,201,66,0,0,0,0,0,MnPrv,None,0,7,2007,WD ,Normal,RL,RESIDENTIAL,SPLIT FOYER,41700.0,125100.0,1008.0,923.0,4
903450110,816,110000,90,RM,110.0,8472,Grvl,None,IR2,Bnk,AllPub,Corner,Mod,IDOTRR,RRNn,Norm,Duplex,1Story,5,5,1963,1963,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,CBlock,4,3,3,1,104.0,5,712.0,0.0,816.0,GasA,3,N,SBrkr,816,0,0,1.0,0.0,1,0,2,1,3,5,Typ,0,0,CarPort,1963.0,1.0,2.0,516.0,3.0,3.0,Y,106,0,0,0,0,0,0,None,None,0,5,2010,WD ,Normal,UCRM,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,37600.0,112700.0,816.0,816.0,0
909256020,1288,112000,50,RL,51.0,6191,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,2,2,0,1,384.0,0,0.0,440.0,824.0,GasA,3,N,SBrkr,824,464,0,0.0,0.0,1,0,4,1,3,6,Typ,0,0,Detchd,1941.0,1.0,1.0,240.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,11,2006,WD ,Normal,RL,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,42400.0,127000.0,1283.0,384.0,11
533221110,1512,177000,160,FV,26.116666666666667,2980,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159.0,4,3,PConc,4,3,0,5,466.0,0,0.0,290.0,756.0,GasA,5,Y,SBrkr,756,756,0,1.0,0.0,2,1,2,1,4,5,Typ,0,0,Detchd,2000.0,1.0,2.0,440.0,3.0,3.0,Y,0,32,0,0,0,0,0,None,None,0,5,2010,WD ,Normal,F-VR,RESIDENTIAL,2-STORY TWNHM - 1946 & NEWER,52000.0,156100.0,1512.0,466.0,17
526355080,2704,345000,80,RL,75.0,13860,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,8,7,1972,1995,Gable,CompShg,Plywood,Wd Sdng,None,0.0,4,3,CBlock,4,3,3,5,1410.0,0,0.0,542.0,1952.0,GasA,4,Y,SBrkr,2000,704,0,1.0,0.0,2,1,4,1,5,9,Typ,3,3,Attchd,1972.0,3.0,2.0,538.0,3.0,3.0,Y,269,111,0,0,0,0,0,MnPrv,None,0,7,2009,WD ,Normal,RL,RESIDENTIAL,SPLIT OR MULTI-LEVEL,108900.0,326700.0,2718.0,1410.0,29
907181120,1652,207500,60,RL,68.0,8998,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120.0,4,3,PConc,4,3,1,5,527.0,0,0.0,255.0,782.0,GasA,5,Y,SBrkr,782,870,0,0.0,0.0,2,1,3,1,4,6,Typ,0,0,Attchd,2000.0,2.0,2.0,532.0,3.0,3.0,Y,0,70,0,0,0,0,0,None,None,0,6,2008,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,58800.0,176300.0,1652.0,527.0,20
903234160,986,102000,30,RM,60.0,6180,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,BrkTil,3,3,0,0,0.0,0,0.0,960.0,960.0,GasA,3,N,SBrkr,986,0,0,0.0,0.0,1,0,2,1,3,5,Typ,1,4,Detchd,1926.0,1.0,1.0,180.0,3.0,3.0,Y,0,128,0,0,0,0,0,None,None,0,5,2007,WD ,Normal,UCRM,RESIDENTIAL,1-STORY 1945 & OLDER,33100.0,99300.0,986.0,0.0,4
535454030,1040,81400,90,RL,60.0,8544,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,Stone,None,0.0,3,3,Slab,0,0,0,0,0.0,0,0.0,0.0,0.0,Wall,2,N,FuseF,1040,0,0,0.0,0.0,2,0,2,2,3,6,Typ,0,0,Detchd,1950.0,1.0,2.0,400.0,3.0,2.0,Y,0,0,0,0,0,0,0,None,None,0,12,2006,WD ,Normal,RL,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,21700.0,65000.0,1040.0,0.0,5
534152070,1891,212500,50,RL,91.70370370370371,18837,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,4,3,1,4,687.0,1,46.0,491.0,1224.0,GasA,3,Y,SBrkr,1287,604,0,0.0,1.0,3,0,3,1,3,7,Typ,1,3,Attchd,1978.0,2.0,2.0,678.0,3.0,3.0,Y,0,69,0,0,0,0,0,None,None,0,4,2010,WD ,Normal,RL,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,66200.0,198700.0,1891.0,733.0,24
905106170,864,137250,20,RL,65.0,7832,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,3,CBlock,3,3,0,5,775.0,0,0.0,89.0,864.0,GasA,5,Y,SBrkr,864,0,0,1.0,0.0,1,0,2,1,3,4,Typ,0,0,Detchd,1969.0,1.0,1.0,280.0,3.0,3.0,Y,226,0,0,0,0,0,0,None,None,0,5,2010,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,39800.0,119200.0,864.0,775.0,1
909257050,2080,234000,70,RL,53.0,10918,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,9,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0.0,4,3,BrkTil,4,3,0,0,0.0,0,0.0,1276.0,1276.0,GasA,5,Y,SBrkr,1276,804,0,0.0,0.0,1,1,3,1,4,9,Typ,2,4,Detchd,1926.0,1.0,1.0,282.0,3.0,3.0,Y,0,0,0,0,145,0,0,MnPrv,None,0,6,2009,WD ,Normal,RL,RESIDENTIAL,2-STORY 1945 & OLDER,66200.0,198500.0,2080.0,0.0,26
534252060,1728,119000,90,RL,75.13793103448276,10624,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,BrkFace,84.0,3,3,CBlock,3,3,0,5,40.0,2,264.0,1424.0,1728.0,GasA,3,Y,SBrkr,1728,0,0,0.0,1.0,2,0,6,2,3,10,Typ,0,0,Detchd,2002.0,1.0,1.0,352.0,3.0,3.0,Y,155,0,0,0,0,0,0,None,None,0,11,2007,WD ,Normal,RL,RESIDENTIAL,DUPLEX - ALL STYLES AND AGES,44200.0,132400.0,1728.0,304.0,22
903200080,1576,223500,70,RL,144.0,21384,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,5,6,1923,2004,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,3,CBlock,3,3,3,5,1309.0,0,0.0,15.0,1324.0,GasA,5,Y,SBrkr,1072,504,0,2.0,0.0,1,1,3,1,4,6,Typ,1,3,Attchd,1923.0,2.0,2.0,528.0,3.0,3.0,Y,0,312,0,0,0,0,0,None,None,0,5,2009,WD ,Normal,RL,RESIDENTIAL,2-STORY 1945 & OLDER,64100.0,192300.0,1576.0,1309.0,18
907126010,1040,152000,20,RL,82.0,12464,Pave,None,IR2,Low,AllPub,Corner,Mod,CollgCr,Norm,Norm,1Fam,1Story,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,4,3,0,5,732.0,0,0.0,308.0,1040.0,GasA,4,Y,SBrkr,1040,0,0,1.0,0.0,1,0,3,1,4,6,Typ,0,0,Detchd,2000.0,1.0,2.0,576.0,3.0,3.0,Y,168,0,0,0,0,0,0,GdPrv,None,0,11,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,47900.0,143600.0,1040.0,732.0,5
908154040,1698,320000,20,RL,86.0,13286,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,9,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,340.0,5,3,PConc,5,3,0,5,1234.0,0,0.0,464.0,1698.0,GasA,5,Y,SBrkr,1698,0,0,1.0,0.0,2,0,3,1,5,8,Typ,1,4,Attchd,2007.0,3.0,3.0,768.0,3.0,3.0,Y,327,64,0,0,0,0,0,None,None,0,2,2009,WD ,Normal,,RESIDENTIAL,,62702.362204724406,188052.75590551182,1703.0602409638554,1234.0,21
907285020,2034,219500,60,RL,70.45333333333333,9375,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,573.0,3,3,PConc,4,3,0,5,739.0,0,0.0,318.0,1057.0,GasA,5,Y,SBrkr,1057,977,0,1.0,0.0,2,1,3,1,4,8,Typ,0,0,Attchd,1998.0,2.0,2.0,645.0,3.0,3.0,Y,576,36,0,0,0,0,0,GdPrv,None,0,2,2009,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,75600.0,226600.0,2294.0,739.0,26
902109130,1701,94550,190,RM,63.0,7627,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,2fmCon,2Story,4,6,1920,1950,Gable,CompShg,AsbShng,AsbShng,None,0.0,2,3,BrkTil,2,1,0,0,0.0,0,0.0,600.0,600.0,GasA,4,N,SBrkr,1101,600,0,0.0,0.0,2,0,4,2,2,8,Typ,0,0,None,1978.0,0.0,0.0,0.0,0.0,0.0,N,0,0,148,0,0,0,0,None,None,0,10,2009,WD ,Normal,RM,RESIDENTIAL,2 FAMILY CONVERSION - ALL STYLES AND AGES,32600.0,97600.0,1701.0,0.0,21
903450060,1818,169500,50,RM,63.82142857142857,7758,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,Stucco,Stucco,BrkFace,600.0,3,2,PConc,3,3,0,1,224.0,0,0.0,816.0,1040.0,GasA,5,Y,FuseF,1226,592,0,0.0,0.0,1,1,4,1,3,7,Typ,2,3,Detchd,1951.0,1.0,1.0,240.0,3.0,3.0,Y,0,0,0,0,184,0,0,None,None,0,6,2007,WD ,Normal,UCRM,RESIDENTIAL,1-1/2 STORY FINISHED ALL AGES,52300.0,156800.0,1818.0,224.0,23
916455010,1756,204000,60,RL,75.74193548387096,9303,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,6,5,1996,1997,Hip,CompShg,VinylSd,VinylSd,BrkFace,42.0,4,3,PConc,5,3,0,4,742.0,0,0.0,130.0,872.0,GasA,5,Y,SBrkr,888,868,0,1.0,0.0,2,1,3,1,3,7,Typ,0,0,Attchd,1996.0,3.0,2.0,422.0,3.0,3.0,Y,144,122,0,0,0,0,0,None,None,0,7,2007,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,61500.0,184600.0,1756.0,742.0,22
535152070,1144,143000,80,RL,70.0,8163,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,BrkFace,128.0,3,4,CBlock,3,3,2,4,748.0,3,294.0,102.0,1144.0,GasA,3,Y,SBrkr,1144,0,0,1.0,0.0,1,0,3,1,3,6,Typ,1,3,Attchd,1959.0,2.0,1.0,796.0,3.0,3.0,Y,86,0,0,0,0,0,0,None,None,0,3,2006,WD ,Normal,RL,RESIDENTIAL,SPLIT OR MULTI-LEVEL,51000.0,152900.0,1144.0,1042.0,8
902206270,1798,137000,70,RM,57.0,9639,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,4,8,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,PConc,3,3,0,0,0.0,0,0.0,1075.0,1075.0,GasA,5,Y,SBrkr,1156,642,0,0.0,0.0,2,1,4,1,3,7,Typ,0,0,Detchd,1935.0,1.0,2.0,342.0,3.0,3.0,N,0,0,160,0,0,0,0,MnPrv,None,0,5,2007,WD ,Normal,UCRM,RESIDENTIAL,2-STORY 1945 & OLDER,43100.0,129100.0,1798.0,0.0,23
534427090,1095,140000,190,RL,75.0,10382,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,SLvl,6,5,1958,1958,Hip,CompShg,HdBoard,HdBoard,BrkFace,105.0,3,2,CBlock,3,3,3,4,513.0,0,0.0,75.0,588.0,GasA,3,Y,SBrkr,1095,0,0,1.0,0.0,1,0,2,1,3,6,Typ,0,0,Attchd,1958.0,2.0,1.0,264.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,3,2006,ConLD,Normal,RL,RESIDENTIAL,SPLIT OR MULTI-LEVEL,42400.0,127300.0,1095.0,513.0,7
909279040,1180,137500,30,RL,80.0,11600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1922,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,BrkTil,2,3,0,0,0.0,0,0.0,700.0,700.0,GasA,5,Y,SBrkr,1180,0,0,0.0,0.0,1,0,2,1,2,5,Typ,1,4,Detchd,1922.0,1.0,1.0,252.0,3.0,2.0,Y,0,0,67,0,0,0,0,None,None,0,7,2006,WD ,Normal,RL,RESIDENTIAL,1-STORY 1945 & OLDER,43700.0,131000.0,1180.0,0.0,8
533130020,1923,190000,60,RL,107.0,10186,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,None,0.0,4,3,PConc,4,3,0,5,674.0,0,0.0,76.0,750.0,GasA,5,Y,SBrkr,1061,862,0,1.0,0.0,2,1,3,1,4,8,Typ,1,3,Attchd,1992.0,2.0,2.0,564.0,3.0,3.0,Y,240,39,0,0,0,0,0,None,None,0,6,2010,WD ,Normal,RL,RESIDENTIAL,2-STORY 1946 & NEWER,63700.0,191100.0,1926.0,674.0,25
527455270,892,110000,20,RL,73.31182795698925,9477,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,65.0,3,3,CBlock,3,3,0,2,340.0,0,0.0,524.0,864.0,GasA,3,Y,SBrkr,892,0,0,0.0,0.0,1,0,3,1,3,5,Typ,0,0,Attchd,1966.0,2.0,1.0,264.0,3.0,3.0,Y,0,0,0,0,0,0,0,GdWo,None,0,10,2008,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,32900.0,98800.0,920.0,340.0,2
526302110,882,124500,20,RL,74.0,13008,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,3,CBlock,2,2,0,2,564.0,0,0.0,318.0,882.0,GasA,3,Y,SBrkr,882,0,0,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1956.0,1.0,1.0,502.0,3.0,3.0,Y,0,0,0,0,0,0,0,None,None,0,10,2009,WD ,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,35800.0,107300.0,882.0,564.0,2
905401100,1867,190000,20,RL,75.13793103448276,10708,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1Story,5,5,1955,1993,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,4,3,CBlock,3,3,0,1,379.0,3,768.0,470.0,1617.0,GasA,5,Y,FuseA,1867,0,0,1.0,0.0,1,0,2,1,3,7,Typ,3,4,Attchd,1955.0,3.0,1.0,303.0,3.0,3.0,Y,476,0,0,0,142,0,0,GdWo,None,0,11,2009,COD,Normal,RL,RESIDENTIAL,1-STORY 1946 & NEWER ALL STYLES,74700.0,224200.0,1868.0,1147.0,24
